ubicacion,fecha,hora,temperatura,tipo_de_clima,humedad,viento,fecha_hora,id_clima
parana,2023-11-21,02:00:00,24.0,Despejado,68.61,7.7,2023-11-21 02:00:00,2
parana,2023-11-21,03:00:00,23.5,Parcialmente nublado,71.79,4.0,2023-11-21 03:00:00,3
parana,2023-11-21,04:00:00,23.2,Nublado,78.63,1.2,2023-11-21 04:00:00,1
parana,2023-11-21,05:00:00,22.3,Despejado,78.51,4.0,2023-11-21 05:00:00,2
parana,2023-11-21,06:00:00,22.0,Parcialmente nublado,81.82,1.0,2023-11-21 06:00:00,3
parana,2023-11-21,07:00:00,22.4,Nublado,83.16,4.4,2023-11-21 07:00:00,1
parana,2023-11-21,08:00:00,25.4,Despejado,79.57,6.2,2023-11-21 08:00:00,2
parana,2023-11-21,09:00:00,28.3,Parcialmente nublado,78.81,13.0,2023-11-21 09:00:00,3
parana,2023-11-21,10:00:00,29.3,Despejado,75.31,15.2,2023-11-21 10:00:00,2
parana,2023-11-21,11:00:00,30.2,Parcialmente nublado,72.28,10.6,2023-11-21 11:00:00,3
parana,2023-11-21,12:00:00,30.8,Parcialmente nublado,71.52,10.8,2023-11-21 12:00:00,3
parana,2023-11-21,13:00:00,32.0,Parcialmente nublado,66.65,8.1,2023-11-21 13:00:00,3
parana,2023-11-21,14:00:00,29.3,Nublado,65.36,17.6,2023-11-21 14:00:00,1
parana,2023-11-21,15:00:00,28.1,Nublado,69.1,18.2,2023-11-21 15:00:00,1
parana,2023-11-21,16:00:00,24.7,Nublado,86.93,12.7,2023-11-21 16:00:00,1
parana,2023-11-21,17:00:00,22.7,Nublado,91.84,13.9,2023-11-21 17:00:00,1
parana,2023-11-21,18:00:00,22.2,Nublado,84.4,26.2,2023-11-21 18:00:00,1
parana,2023-11-21,19:00:00,20.7,Nublado,74.19,23.3,2023-11-21 19:00:00,1
parana,2023-11-21,20:00:00,18.5,Nublado,80.72,31.5,2023-11-21 20:00:00,1
parana,2023-11-21,21:00:00,18.2,Lluvia,87.11,28.6,2023-11-21 21:00:00,4
parana,2023-11-21,22:00:00,18.0,Nublado,90.77,28.5,2023-11-21 22:00:00,1
parana,2023-11-21,23:00:00,18.0,Nublado,90.65,24.3,2023-11-21 23:00:00,1
parana,2023-11-22,00:00:00,17.7,Nublado,93.79,24.1,2023-11-22 00:00:00,1
parana,2023-11-22,01:00:00,18.2,Nublado,91.41,16.7,2023-11-22 01:00:00,1
parana,2023-11-22,02:00:00,18.0,Nublado,92.09,7.7,2023-11-22 02:00:00,1
parana,2023-11-22,03:00:00,18.1,Nublado,91.3,17.0,2023-11-22 03:00:00,1
parana,2023-11-22,04:00:00,17.7,Nublado,93.34,18.0,2023-11-22 04:00:00,1
parana,2023-11-22,05:00:00,17.8,Nublado,91.98,16.7,2023-11-22 05:00:00,1
parana,2023-11-22,06:00:00,17.5,Nublado,92.31,11.2,2023-11-22 06:00:00,1
parana,2023-11-22,07:00:00,17.7,Nublado,92.32,10.1,2023-11-22 07:00:00,1
parana,2023-11-22,08:00:00,18.5,Nublado,86.85,20.3,2023-11-22 08:00:00,1
parana,2023-11-22,09:00:00,19.5,Lluvia,81.49,22.3,2023-11-22 09:00:00,4
parana,2023-11-22,10:00:00,21.2,Parcialmente nublado,73.38,21.9,2023-11-22 10:00:00,3
parana,2023-11-22,11:00:00,22.8,Parcialmente nublado,70.14,22.3,2023-11-22 11:00:00,3
parana,2023-11-22,12:00:00,24.1,Parcialmente nublado,66.75,18.4,2023-11-22 12:00:00,3
parana,2023-11-22,13:00:00,25.1,Parcialmente nublado,63.87,20.1,2023-11-22 13:00:00,3
parana,2023-11-22,14:00:00,26.1,Parcialmente nublado,59.84,16.4,2023-11-22 14:00:00,3
parana,2023-11-22,15:00:00,26.5,Parcialmente nublado,57.83,18.4,2023-11-22 15:00:00,3
parana,2023-11-22,16:00:00,26.7,Parcialmente nublado,56.31,13.0,2023-11-22 16:00:00,3
parana,2023-11-22,17:00:00,26.7,Parcialmente nublado,54.96,14.9,2023-11-22 17:00:00,3
parana,2023-11-22,18:00:00,26.1,Parcialmente nublado,56.94,14.8,2023-11-22 18:00:00,3
parana,2023-11-22,19:00:00,25.4,Despejado,59.91,14.0,2023-11-22 19:00:00,2
parana,2023-11-22,20:00:00,23.5,Despejado,68.48,7.3,2023-11-22 20:00:00,2
parana,2023-11-22,21:00:00,22.1,Despejado,74.36,7.7,2023-11-22 21:00:00,2
parana,2023-11-22,22:00:00,21.3,Despejado,82.82,5.8,2023-11-22 22:00:00,2
parana,2023-11-22,23:00:00,20.8,Despejado,85.3,8.8,2023-11-22 23:00:00,2
parana,2023-11-23,00:00:00,20.2,Despejado,87.29,7.6,2023-11-23 00:00:00,2
parana,2023-11-23,01:00:00,19.5,Despejado,88.65,9.4,2023-11-23 01:00:00,2
parana,2023-11-23,02:00:00,18.6,Parcialmente nublado,89.2,5.8,2023-11-23 02:00:00,3
parana,2023-11-23,03:00:00,17.6,Parcialmente nublado,92.19,7.3,2023-11-23 03:00:00,3
parana,2023-11-23,04:00:00,17.0,Despejado,90.23,5.6,2023-11-23 04:00:00,2
parana,2023-11-23,05:00:00,16.9,Despejado,87.03,0.8,2023-11-23 05:00:00,2
parana,2023-11-23,06:00:00,16.4,Despejado,88.39,1.0,2023-11-23 06:00:00,2
parana,2023-11-23,07:00:00,17.6,Despejado,85.31,7.6,2023-11-23 07:00:00,2
parana,2023-11-23,08:00:00,20.0,Despejado,66.5,7.3,2023-11-23 08:00:00,2
parana,2023-11-23,09:00:00,21.8,Despejado,64.59,5.4,2023-11-23 09:00:00,2
parana,2023-11-23,10:00:00,23.2,Despejado,63.06,9.7,2023-11-23 10:00:00,2
parana,2023-11-23,11:00:00,25.1,Despejado,50.83,11.3,2023-11-23 11:00:00,2
parana,2023-11-23,12:00:00,25.9,Despejado,47.32,11.7,2023-11-23 12:00:00,2
parana,2023-11-23,13:00:00,27.8,Despejado,26.44,11.5,2023-11-23 13:00:00,2
parana,2023-11-23,14:00:00,29.0,Despejado,26.11,15.4,2023-11-23 14:00:00,2
parana,2023-11-23,15:00:00,28.7,Despejado,27.75,11.5,2023-11-23 15:00:00,2
parana,2023-11-23,16:00:00,29.0,Despejado,29.62,10.1,2023-11-23 16:00:00,2
parana,2023-11-23,17:00:00,29.0,Despejado,28.84,8.7,2023-11-23 17:00:00,2
parana,2023-11-23,18:00:00,28.5,Despejado,31.21,8.3,2023-11-23 18:00:00,2
parana,2023-11-23,19:00:00,26.6,Despejado,52.33,9.5,2023-11-23 19:00:00,2
parana,2023-11-23,20:00:00,25.1,Despejado,53.5,8.1,2023-11-23 20:00:00,2
parana,2023-11-23,21:00:00,23.9,Despejado,57.61,4.0,2023-11-23 21:00:00,2
parana,2023-11-23,22:00:00,23.3,Despejado,55.68,4.2,2023-11-23 22:00:00,2
parana,2023-11-23,23:00:00,21.9,Despejado,60.03,0.4,2023-11-23 23:00:00,2
parana,2023-11-24,00:00:00,21.2,Parcialmente nublado,60.3,3.6,2023-11-24 00:00:00,3
parana,2023-11-24,01:00:00,21.1,Despejado,60.65,3.6,2023-11-24 01:00:00,2
parana,2023-11-24,02:00:00,20.6,Despejado,60.57,3.2,2023-11-24 02:00:00,2
parana,2023-11-24,03:00:00,19.7,Despejado,62.15,3.2,2023-11-24 03:00:00,2
parana,2023-11-24,04:00:00,19.0,Despejado,64.8,3.2,2023-11-24 04:00:00,2
parana,2023-11-24,05:00:00,18.1,Despejado,67.33,0.0,2023-11-24 05:00:00,2
parana,2023-11-24,06:00:00,18.2,Despejado,66.57,3.6,2023-11-24 06:00:00,2
parana,2023-11-24,07:00:00,19.0,Parcialmente nublado,63.99,3.8,2023-11-24 07:00:00,3
parana,2023-11-24,08:00:00,23.0,Parcialmente nublado,65.58,2.0,2023-11-24 08:00:00,3
parana,2023-11-24,09:00:00,25.7,Parcialmente nublado,53.35,0.6,2023-11-24 09:00:00,3
parana,2023-11-24,10:00:00,27.5,Parcialmente nublado,38.56,5.6,2023-11-24 10:00:00,3
parana,2023-11-24,11:00:00,28.4,Parcialmente nublado,37.23,9.2,2023-11-24 11:00:00,3
parana,2023-11-24,12:00:00,29.0,Parcialmente nublado,40.77,5.4,2023-11-24 12:00:00,3
parana,2023-11-24,13:00:00,29.6,Parcialmente nublado,39.34,7.6,2023-11-24 13:00:00,3
parana,2023-11-24,14:00:00,29.4,Parcialmente nublado,38.9,12.0,2023-11-24 14:00:00,3
parana,2023-11-24,15:00:00,29.5,Parcialmente nublado,38.85,12.6,2023-11-24 15:00:00,3
parana,2023-11-24,16:00:00,29.6,Parcialmente nublado,41.17,10.6,2023-11-24 16:00:00,3
parana,2023-11-24,17:00:00,29.2,Parcialmente nublado,41.72,9.4,2023-11-24 17:00:00,3
parana,2023-11-24,18:00:00,28.2,Parcialmente nublado,48.57,7.9,2023-11-24 18:00:00,3
parana,2023-11-24,19:00:00,27.3,Parcialmente nublado,50.72,4.2,2023-11-24 19:00:00,3
parana,2023-11-24,20:00:00,26.2,Parcialmente nublado,55.27,6.0,2023-11-24 20:00:00,3
parana,2023-11-24,21:00:00,25.0,Parcialmente nublado,54.63,9.9,2023-11-24 21:00:00,3
parana,2023-11-24,22:00:00,23.9,Parcialmente nublado,54.6,6.2,2023-11-24 22:00:00,3
parana,2023-11-24,23:00:00,22.8,Parcialmente nublado,55.81,7.9,2023-11-24 23:00:00,3
parana,2023-11-25,00:00:00,21.8,Parcialmente nublado,58.19,4.2,2023-11-25 00:00:00,3
parana,2023-11-25,01:00:00,21.6,Nublado,58.75,4.4,2023-11-25 01:00:00,1
parana,2023-11-25,02:00:00,20.9,Nublado,61.64,5.8,2023-11-25 02:00:00,1
parana,2023-11-25,03:00:00,20.6,Nublado,63.03,6.0,2023-11-25 03:00:00,1
parana,2023-11-25,04:00:00,19.9,Nublado,66.28,4.0,2023-11-25 04:00:00,1
parana,2023-11-25,05:00:00,19.6,Nublado,66.83,5.8,2023-11-25 05:00:00,1
parana,2023-11-25,06:00:00,19.3,Nublado,69.49,6.0,2023-11-25 06:00:00,1
parana,2023-11-25,07:00:00,19.6,Parcialmente nublado,71.64,7.6,2023-11-25 07:00:00,3
parana,2023-11-25,08:00:00,21.5,Parcialmente nublado,63.45,11.3,2023-11-25 08:00:00,3
parana,2023-11-25,09:00:00,23.3,Parcialmente nublado,55.13,21.5,2023-11-25 09:00:00,3
parana,2023-11-25,10:00:00,24.8,Despejado,51.87,16.4,2023-11-25 10:00:00,2
parana,2023-11-25,11:00:00,25.4,Despejado,50.75,17.0,2023-11-25 11:00:00,2
parana,2023-11-25,12:00:00,26.2,Despejado,50.62,18.6,2023-11-25 12:00:00,2
parana,2023-11-25,13:00:00,26.3,Despejado,50.79,16.6,2023-11-25 13:00:00,2
parana,2023-11-25,14:00:00,26.8,Despejado,47.39,13.0,2023-11-25 14:00:00,2
parana,2023-11-25,15:00:00,27.0,Despejado,48.03,18.2,2023-11-25 15:00:00,2
parana,2023-11-25,16:00:00,27.6,Parcialmente nublado,46.1,9.9,2023-11-25 16:00:00,3
parana,2023-11-25,17:00:00,27.6,Parcialmente nublado,48.48,11.3,2023-11-25 17:00:00,3
parana,2023-11-25,18:00:00,27.3,Despejado,50.39,11.5,2023-11-25 18:00:00,2
parana,2023-11-25,19:00:00,26.5,Despejado,55.59,12.4,2023-11-25 19:00:00,2
parana,2023-11-25,20:00:00,24.6,Despejado,64.64,7.3,2023-11-25 20:00:00,2
parana,2023-11-25,21:00:00,23.1,Despejado,67.72,5.6,2023-11-25 21:00:00,2
parana,2023-11-25,22:00:00,22.2,Despejado,67.22,7.6,2023-11-25 22:00:00,2
parana,2023-11-25,23:00:00,21.1,Despejado,70.81,7.3,2023-11-25 23:00:00,2
parana,2023-11-26,00:00:00,20.6,Despejado,72.19,5.4,2023-11-26 00:00:00,2
parana,2023-11-26,01:00:00,19.6,Despejado,74.95,5.2,2023-11-26 01:00:00,2
parana,2023-11-26,02:00:00,19.1,Despejado,75.99,0.4,2023-11-26 02:00:00,2
parana,2023-11-26,03:00:00,18.1,Despejado,83.47,0.0,2023-11-26 03:00:00,2
parana,2023-11-26,04:00:00,17.5,Despejado,85.14,0.0,2023-11-26 04:00:00,2
parana,2023-11-26,05:00:00,17.0,Despejado,84.55,0.4,2023-11-26 05:00:00,2
parana,2023-11-26,06:00:00,16.9,Parcialmente nublado,83.99,0.6,2023-11-26 06:00:00,3
parana,2023-11-26,07:00:00,18.1,Despejado,81.48,3.8,2023-11-26 07:00:00,2
parana,2023-11-26,08:00:00,20.0,Despejado,72.52,7.6,2023-11-26 08:00:00,2
parana,2023-11-26,09:00:00,23.4,Despejado,61.01,9.9,2023-11-26 09:00:00,2
parana,2023-11-26,10:00:00,25.7,Parcialmente nublado,54.46,11.7,2023-11-26 10:00:00,3
parana,2023-11-26,11:00:00,27.1,Parcialmente nublado,44.96,19.6,2023-11-26 11:00:00,3
parana,2023-11-26,12:00:00,27.6,Parcialmente nublado,42.5,14.6,2023-11-26 12:00:00,3
parana,2023-11-26,13:00:00,28.2,Despejado,43.8,15.8,2023-11-26 13:00:00,2
parana,2023-11-26,14:00:00,28.9,Despejado,40.91,9.2,2023-11-26 14:00:00,2
parana,2023-11-26,15:00:00,29.9,Parcialmente nublado,33.46,16.7,2023-11-26 15:00:00,3
parana,2023-11-26,16:00:00,30.1,Despejado,31.77,14.6,2023-11-26 16:00:00,2
parana,2023-11-26,17:00:00,30.1,Parcialmente nublado,33.83,10.1,2023-11-26 17:00:00,3
parana,2023-11-26,18:00:00,29.7,Parcialmente nublado,37.69,12.8,2023-11-26 18:00:00,3
parana,2023-11-26,19:00:00,28.9,Parcialmente nublado,41.04,11.5,2023-11-26 19:00:00,3
parana,2023-11-26,20:00:00,26.9,Parcialmente nublado,44.33,5.6,2023-11-26 20:00:00,3
parana,2023-11-26,21:00:00,26.0,Parcialmente nublado,45.04,0.6,2023-11-26 21:00:00,3
parana,2023-11-26,22:00:00,24.4,Parcialmente nublado,49.44,0.8,2023-11-26 22:00:00,3
parana,2023-11-26,23:00:00,23.3,Parcialmente nublado,51.21,1.0,2023-11-26 23:00:00,3
parana,2023-11-27,00:00:00,23.4,Parcialmente nublado,53.22,4.0,2023-11-27 00:00:00,3
parana,2023-11-27,01:00:00,23.4,Parcialmente nublado,54.67,3.6,2023-11-27 01:00:00,3
parana,2023-11-27,02:00:00,22.9,Parcialmente nublado,56.27,4.0,2023-11-27 02:00:00,3
parana,2023-11-27,03:00:00,20.7,Despejado,67.19,7.7,2023-11-27 03:00:00,2
parana,2023-11-27,04:00:00,20.8,Despejado,66.85,4.6,2023-11-27 04:00:00,2
parana,2023-11-27,05:00:00,20.8,Parcialmente nublado,66.21,1.0,2023-11-27 05:00:00,3
parana,2023-11-27,06:00:00,20.7,Parcialmente nublado,66.76,4.8,2023-11-27 06:00:00,3
parana,2023-11-27,07:00:00,20.9,Parcialmente nublado,72.19,4.6,2023-11-27 07:00:00,3
parana,2023-11-27,08:00:00,23.9,Parcialmente nublado,63.0,8.1,2023-11-27 08:00:00,3
parana,2023-11-27,09:00:00,25.7,Parcialmente nublado,57.88,12.8,2023-11-27 09:00:00,3
parana,2023-11-27,10:00:00,28.1,Parcialmente nublado,51.82,14.8,2023-11-27 10:00:00,3
parana,2023-11-27,11:00:00,30.0,Parcialmente nublado,49.0,12.8,2023-11-27 11:00:00,3
parana,2023-11-27,12:00:00,31.1,Parcialmente nublado,47.55,11.7,2023-11-27 12:00:00,3
parana,2023-11-27,13:00:00,32.0,Parcialmente nublado,45.24,13.3,2023-11-27 13:00:00,3
parana,2023-11-27,14:00:00,32.3,Parcialmente nublado,44.62,13.5,2023-11-27 14:00:00,3
parana,2023-11-27,15:00:00,32.3,Parcialmente nublado,41.92,14.9,2023-11-27 15:00:00,3
parana,2023-11-27,16:00:00,32.3,Parcialmente nublado,43.21,16.7,2023-11-27 16:00:00,3
parana,2023-11-27,17:00:00,32.1,Parcialmente nublado,41.34,16.7,2023-11-27 17:00:00,3
parana,2023-11-27,18:00:00,32.0,Despejado,40.76,18.4,2023-11-27 18:00:00,2
parana,2023-11-27,19:00:00,31.6,Despejado,41.61,17.8,2023-11-27 19:00:00,2
parana,2023-11-27,20:00:00,29.6,Parcialmente nublado,48.49,11.2,2023-11-27 20:00:00,3
parana,2023-11-27,21:00:00,28.4,Despejado,52.29,15.5,2023-11-27 21:00:00,2
parana,2023-11-27,22:00:00,26.3,Despejado,74.59,16.7,2023-11-27 22:00:00,2
parana,2023-11-27,23:00:00,25.3,Despejado,81.61,8.3,2023-11-27 23:00:00,2
parana,2023-11-28,00:00:00,24.6,Despejado,73.29,11.3,2023-11-28 00:00:00,2
parana,2023-11-28,01:00:00,23.5,Despejado,78.44,9.9,2023-11-28 01:00:00,2
parana,2023-11-28,02:00:00,23.0,Despejado,82.15,8.7,2023-11-28 02:00:00,2
parana,2023-11-28,03:00:00,22.8,Despejado,86.09,4.4,2023-11-28 03:00:00,2
parana,2023-11-28,04:00:00,22.8,Despejado,88.89,10.8,2023-11-28 04:00:00,2
parana,2023-11-28,05:00:00,22.7,Despejado,91.99,7.9,2023-11-28 05:00:00,2
parana,2023-11-28,06:00:00,21.7,Despejado,92.68,5.4,2023-11-28 06:00:00,2
parana,2023-11-28,07:00:00,22.5,Despejado,85.66,10.4,2023-11-28 07:00:00,2
parana,2023-11-28,08:00:00,23.7,Despejado,76.04,17.6,2023-11-28 08:00:00,2
parana,2023-11-28,09:00:00,25.7,Despejado,70.47,18.4,2023-11-28 09:00:00,2
parana,2023-11-28,10:00:00,26.7,Despejado,65.05,16.4,2023-11-28 10:00:00,2
parana,2023-11-28,11:00:00,28.7,Despejado,60.34,16.6,2023-11-28 11:00:00,2
parana,2023-11-28,12:00:00,29.6,Despejado,59.7,18.0,2023-11-28 12:00:00,2
parana,2023-11-28,13:00:00,30.1,Despejado,57.97,22.9,2023-11-28 13:00:00,2
parana,2023-11-28,14:00:00,31.0,Parcialmente nublado,54.0,22.7,2023-11-28 14:00:00,3
parana,2023-11-28,15:00:00,30.8,Parcialmente nublado,54.22,23.5,2023-11-28 15:00:00,3
parana,2023-11-28,16:00:00,31.4,Parcialmente nublado,52.95,20.9,2023-11-28 16:00:00,3
parana,2023-11-28,17:00:00,31.6,Parcialmente nublado,52.1,15.5,2023-11-28 17:00:00,3
parana,2023-11-28,18:00:00,31.3,Parcialmente nublado,53.45,15.7,2023-11-28 18:00:00,3
parana,2023-11-28,19:00:00,30.2,Parcialmente nublado,60.18,13.3,2023-11-28 19:00:00,3
parana,2023-11-28,20:00:00,29.1,Despejado,58.03,13.0,2023-11-28 20:00:00,2
parana,2023-11-28,21:00:00,28.0,Despejado,62.75,12.6,2023-11-28 21:00:00,2
parana,2023-11-28,22:00:00,26.9,Despejado,66.09,11.2,2023-11-28 22:00:00,2
parana,2023-11-28,23:00:00,26.2,Despejado,69.96,12.6,2023-11-28 23:00:00,2
parana,2023-11-29,00:00:00,25.7,Parcialmente nublado,72.05,9.0,2023-11-29 00:00:00,3
parana,2023-11-29,01:00:00,24.5,Parcialmente nublado,75.01,4.8,2023-11-29 01:00:00,3
parana,2023-11-29,02:00:00,23.9,Parcialmente nublado,76.46,0.6,2023-11-29 02:00:00,3
parana,2023-11-29,03:00:00,23.2,Parcialmente nublado,78.58,0.0,2023-11-29 03:00:00,3
parana,2023-11-29,04:00:00,22.5,Parcialmente nublado,84.24,0.0,2023-11-29 04:00:00,3
parana,2023-11-29,05:00:00,21.7,Parcialmente nublado,89.1,0.8,2023-11-29 05:00:00,3
parana,2023-11-29,06:00:00,21.8,Parcialmente nublado,87.82,0.6,2023-11-29 06:00:00,3
parana,2023-11-29,07:00:00,23.3,Nublado,81.24,7.7,2023-11-29 07:00:00,1
parana,2023-11-29,08:00:00,24.8,Parcialmente nublado,73.25,11.0,2023-11-29 08:00:00,3
parana,2023-11-29,09:00:00,25.1,Nublado,72.06,10.6,2023-11-29 09:00:00,1
parana,2023-11-29,10:00:00,24.9,Nublado,72.68,8.5,2023-11-29 10:00:00,1
parana,2023-11-29,11:00:00,24.8,Nublado,75.16,8.3,2023-11-29 11:00:00,1
parana,2023-11-29,12:00:00,26.4,Nublado,68.36,5.8,2023-11-29 12:00:00,1
parana,2023-11-29,13:00:00,25.9,Nublado,72.17,12.4,2023-11-29 13:00:00,1
parana,2023-11-29,14:00:00,26.6,Nublado,73.3,11.0,2023-11-29 14:00:00,1
parana,2023-11-29,15:00:00,27.2,Nublado,69.9,10.1,2023-11-29 15:00:00,1
parana,2023-11-29,16:00:00,26.7,Nublado,74.89,18.8,2023-11-29 16:00:00,1
parana,2023-11-29,17:00:00,26.0,Nublado,75.51,27.5,2023-11-29 17:00:00,1
parana,2023-11-29,18:00:00,24.3,Nublado,78.03,23.9,2023-11-29 18:00:00,1
parana,2023-11-29,19:00:00,24.2,Parcialmente nublado,78.68,24.7,2023-11-29 19:00:00,3
parana,2023-11-29,20:00:00,24.1,Parcialmente nublado,74.17,24.8,2023-11-29 20:00:00,3
parana,2023-11-29,21:00:00,23.2,Parcialmente nublado,81.38,5.4,2023-11-29 21:00:00,3
parana,2023-11-29,22:00:00,22.5,Parcialmente nublado,79.36,1.0,2023-11-29 22:00:00,3
parana,2023-11-29,23:00:00,22.4,Nublado,80.22,0.8,2023-11-29 23:00:00,1
parana,2023-11-30,00:00:00,22.8,Nublado,77.01,5.6,2023-11-30 00:00:00,1
parana,2023-11-30,01:00:00,21.6,Nublado,79.03,14.6,2023-11-30 01:00:00,1
parana,2023-11-30,02:00:00,21.5,Nublado,79.59,18.0,2023-11-30 02:00:00,1
parana,2023-11-30,03:00:00,21.3,Lluvia,80.77,18.4,2023-11-30 03:00:00,4
parana,2023-11-30,04:00:00,20.7,Parcialmente nublado,84.48,15.1,2023-11-30 04:00:00,3
parana,2023-11-30,05:00:00,20.5,Parcialmente nublado,85.42,14.1,2023-11-30 05:00:00,3
parana,2023-11-30,06:00:00,20.3,Parcialmente nublado,86.25,9.9,2023-11-30 06:00:00,3
parana,2023-11-30,07:00:00,20.8,Parcialmente nublado,86.19,10.1,2023-11-30 07:00:00,3
parana,2023-11-30,08:00:00,22.8,Parcialmente nublado,78.27,16.6,2023-11-30 08:00:00,3
parana,2023-11-30,09:00:00,24.6,Parcialmente nublado,73.85,10.8,2023-11-30 09:00:00,3
parana,2023-11-30,10:00:00,26.9,Parcialmente nublado,64.62,10.1,2023-11-30 10:00:00,3
parana,2023-11-30,11:00:00,27.7,Parcialmente nublado,65.59,9.2,2023-11-30 11:00:00,3
parana,2023-11-30,12:00:00,28.9,Parcialmente nublado,60.72,9.2,2023-11-30 12:00:00,3
parana,2023-11-30,13:00:00,29.5,Parcialmente nublado,58.89,11.3,2023-11-30 13:00:00,3
parana,2023-11-30,14:00:00,30.8,Parcialmente nublado,59.0,13.1,2023-11-30 14:00:00,3
parana,2023-11-30,15:00:00,30.6,Parcialmente nublado,59.03,18.4,2023-11-30 15:00:00,3
parana,2023-11-30,16:00:00,30.7,Parcialmente nublado,56.37,20.7,2023-11-30 16:00:00,3
parana,2023-11-30,17:00:00,30.7,Parcialmente nublado,56.04,22.3,2023-11-30 17:00:00,3
parana,2023-11-30,18:00:00,30.4,Despejado,58.32,11.7,2023-11-30 18:00:00,2
parana,2023-11-30,19:00:00,30.6,Despejado,55.43,15.6,2023-11-30 19:00:00,2
parana,2023-11-30,20:00:00,29.0,Parcialmente nublado,55.19,10.6,2023-11-30 20:00:00,3
parana,2023-11-30,21:00:00,28.4,Parcialmente nublado,58.92,5.4,2023-11-30 21:00:00,3
parana,2023-11-30,22:00:00,27.0,Despejado,64.19,9.0,2023-11-30 22:00:00,2
parana,2023-11-30,23:00:00,26.6,Despejado,72.73,14.4,2023-11-30 23:00:00,2
